video_id,video_title,question_id,question,answer,difficulty,normalized_answer,normalized_question,is_aligned
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q011,ماذا ورد في النص حول هذه الجزئية؟,بأكتر طريقة شريفة ممكنة،,Easy,اكتر طريقه شريفه ممكنه ،,ماذا ورد في النص حول هذه الجزييه ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q012,ما الجملة المذكورة في هذا الموضع؟,وبدون تردد أو أي طلب للعفو،,Medium,بدون تردد او اي طلب للعفو ،,ما الجمله المذكوره في هذا الموضع ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q013,كيف صيغت العبارة في النص؟,"إن ""شرفي أهم من حياتي.""",Easy,ان شرفي اهم من حياتي .,كيف صيغت العباره في النص ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q014,ما الذي قيل في هذا السياق؟,مشهد موت الرجالة دُول هيُخلّد للأبد،,Medium,مشهد موت الرجاله دول هيخلد للابد ،,ما الذي قيل في هذا السياق ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q015,ما النص الحرفي المذكور هنا؟,ممكن تعتبره جنوني،,Easy,ممكن تعتبره جنوني ،,ما النص الحرفي المذكور هنا ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q016,ماذا ورد في النص حول هذه الجزئية؟,مشهد بطولي هُما الساموراي،,Medium,مشهد طولي هما الساموراي ،,ماذا ورد في النص حول هذه الجزييه ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q017,ما الجملة المذكورة في هذا الموضع؟,مُسمّى Seppuku، أو الـHarakiri،,Easy,مسمي seppuku ، او ال harakiri ،,ما الجمله المذكوره في هذا الموضع ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q018,كيف صيغت العبارة في النص؟,عشان نفهم النهاردة ما هو الساموراي،,Medium,عشان نفهم النهارده ما هو الساموراي ،,كيف صيغت العباره في النص ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q019,ما الذي قيل في هذا السياق؟,وما هي رحلة تطوُّر هذه العقيدة.,Easy,وما هي رحله تطور هذه العقيده .,ما الذي قيل في هذا السياق ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q020,ما النص الحرفي المذكور هنا؟,لازم نرجع لأصل الكلمة،,Medium,لازم نرجع لاصل الكلمه ،,ما النص الحرفي المذكور هنا ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q021,ماذا ورد في النص حول هذه الجزئية؟,"معناها ""الذي يخدِم""،",Easy,معناها الذي يخدم ،,ماذا ورد في النص حول هذه الجزييه ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q022,ما الجملة المذكورة في هذا الموضع؟,عشان يقدروا يلمّوا الضرايب من الفلاحين،,Medium,عشان يقدروا يلموا الضرايب من الفلاحين ،,ما الجمله المذكوره في هذا الموضع ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q023,كيف صيغت العبارة في النص؟,ما حدش في الدنيا بيحب يدفع ضرايب،,Easy,ما حدش في الدنيا بيحب يدفع ضرايب ،,كيف صيغت العباره في النص ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q024,ما الذي قيل في هذا السياق؟,"نخلّيهم يدفعوا بالعافية!""",Medium,نخليهم يدفعوا العافيه !,ما الذي قيل في هذا السياق ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q025,ما النص الحرفي المذكور هنا؟,الفلوس كترت، والأطماع زادت،,Easy,الفلوس كترت ، الاطماع زادت ،,ما النص الحرفي المذكور هنا ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q026,ماذا ورد في النص حول هذه الجزئية؟,بدأوا يتحولوا إلى حُرّاس شخصيين للإقطاعيين،,Medium,داوا يتحولوا الي حراس شخصيين للاقطاعيين ،,ماذا ورد في النص حول هذه الجزييه ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q027,ما الجملة المذكورة في هذا الموضع؟,الـDaimyō، اللي اتكلمت عنهم،,Easy,ال daimy ، اللي اتكلمت عنهم ،,ما الجمله المذكوره في هذا الموضع ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q028,كيف صيغت العبارة في النص؟,وحفظ النظام وفرض هيبة الدولة،,Medium,وحفظ النظام وفرض هيبه الدوله ،,كيف صيغت العباره في النص ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q029,ما الذي قيل في هذا السياق؟,كانوا هُما القانون والجلّاد.,Easy,كانوا هما القانون الجلاد .,ما الذي قيل في هذا السياق ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q030,ما النص الحرفي المذكور هنا؟,بدأوا يمتلكوا أراضي وثروات،,Medium,داوا يمتلكوا اراضي ثروات ،,ما النص الحرفي المذكور هنا ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q031,ماذا ورد في النص حول هذه الجزئية؟,والنبلاء والطبقة الأرستقراطية,Easy,النبلاء الطبقه الارستقراطيه,ماذا ورد في النص حول هذه الجزييه ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q032,ما الجملة المذكورة في هذا الموضع؟,الساموراي دُول مجرد خَدَم.,Medium,الساموراي دول مجرد خدم .,ما الجمله المذكوره في هذا الموضع ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q033,كيف صيغت العبارة في النص؟,ويغيّر هذه النظرة،,Easy,يغير هذه النظره ،,كيف صيغت العباره في النص ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q034,ما الذي قيل في هذا السياق؟,قبل ما يتعلّم المشي،,Medium,قبل ما يتعلم المشي ،,ما الذي قيل في هذا السياق ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q035,ما النص الحرفي المذكور هنا؟,في حماية السيد والقتال باسمه.,Easy,في حمايه السيد القتال اسمه .,ما النص الحرفي المذكور هنا ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q036,ماذا ورد في النص حول هذه الجزئية؟,"بين العائلات الإقطاعية الكبيرة في ""اليابان""،",Medium,بين العايلات الاقطاعيه الكبيره في اليابان ،,ماذا ورد في النص حول هذه الجزييه ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q037,ما الجملة المذكورة في هذا الموضع؟,"إن ليها الحق في السيطرة على ""اليابان""،",Easy,ان ليها الحق في السيطره علي اليابان ،,ما الجمله المذكوره في هذا الموضع ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q038,كيف صيغت العبارة في النص؟,"""ميناموتو نو يوريتومو""،",Medium,ميناموتو نو يوريتومو ،,كيف صيغت العباره في النص ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q039,ما الذي قيل في هذا السياق؟,إنه ينتصر على كل منافسينه،,Easy,انه ينتصر علي كل منافسينه ،,ما الذي قيل في هذا السياق ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q040,ما النص الحرفي المذكور هنا؟,كحاكم فعلي للبلاد،,Medium,كحاكم فعلي للبلاد ،,ما النص الحرفي المذكور هنا ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q041,ماذا ورد في النص حول هذه الجزئية؟,"في تاريخ ""اليابان""،",Easy,في تاريخ اليابان ،,ماذا ورد في النص حول هذه الجزييه ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q042,ما الجملة المذكورة في هذا الموضع؟,كرمز ديني مقدس،,Medium,كرمز ديني مقدس ،,ما الجمله المذكوره في هذا الموضع ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q043,كيف صيغت العبارة في النص؟,"بقت في إيد الـ""شوجن"" والساموراي بتوعه،",Easy,بقت في ايد الشوجن الساموراي توعه ،,كيف صيغت العباره في النص ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q044,ما الذي قيل في هذا السياق؟,أي حد من الطبقات الأدنى،,Medium,اي حد من الطبقات الادني ،,ما الذي قيل في هذا السياق ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q045,ما النص الحرفي المذكور هنا؟,"""اليابان"" بتتفاجئ بهجوم المغول عليها،",Easy,اليابان تتفاجي هجوم المغول عليها ،,ما النص الحرفي المذكور هنا ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q046,ماذا ورد في النص حول هذه الجزئية؟,ياخدوا قلم كدا، فيصحوا ويفوقوا،,Medium,ياخدوا قلم كدا ، يصحوا يفوقوا ،,ماذا ورد في النص حول هذه الجزييه ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q047,ما الجملة المذكورة في هذا الموضع؟,بين القوة بتاعتهم وبين قوة المغول،,Easy,بين القوه تاعتهم وبين قوه المغول ،,ما الجمله المذكوره في هذا الموضع ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q048,كيف صيغت العبارة في النص؟,كانوا لسة عايشين في جو الفرسان بتاعهم،,Medium,كانوا لسه عايشين في جو الفرسان تاعهم ،,كيف صيغت العباره في النص ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q049,ما الذي قيل في هذا السياق؟,ويقوم طالب مبارزة فردية شريفة.,Easy,يقوم طالب مبارزه رديه شريفه .,ما الذي قيل في هذا السياق ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q050,ما النص الحرفي المذكور هنا؟,إن هُما لمّا جُم يواجهوا جيش المغول،,Medium,ان هما لما جم يواجهوا جيش المغول ،,ما النص الحرفي المذكور هنا ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q051,ماذا ورد في النص حول هذه الجزئية؟,بترعب خيول الساموراي.,Easy,ترعب خيول الساموراي .,ماذا ورد في النص حول هذه الجزييه ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q052,ما الجملة المذكورة في هذا الموضع؟,بيعكس مسار الأحداث،,Medium,يعكس مسار الاحداث ،,ما الجمله المذكوره في هذا الموضع ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q053,كيف صيغت العبارة في النص؟,تدمّر جيوش المغول،,Easy,تدمر جيوش المغول ،,كيف صيغت العباره في النص ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q054,ما الذي قيل في هذا السياق؟,العاصفة حماية من الآلهة،,Medium,العاصفه حمايه من الالهه ،,ما الذي قيل في هذا السياق ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q055,ما النص الحرفي المذكور هنا؟,مستفيدين من درس مهم أوي،,Easy,مستفيدين من درس مهم اوي ،,ما النص الحرفي المذكور هنا ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q056,ماذا ورد في النص حول هذه الجزئية؟,والـgroup presentation،,Medium,وال group presentation ،,ماذا ورد في النص حول هذه الجزييه ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q057,ما الجملة المذكورة في هذا الموضع؟,لمُقاتلي الساموراي،,Easy,لمقاتلي الساموراي ،,ما الجمله المذكوره في هذا الموضع ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q058,كيف صيغت العبارة في النص؟,يحبسوهم في البحر عند السور دا،,Medium,يحبسوهم في البحر عند السور دا ،,كيف صيغت العباره في النص ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q059,ما الذي قيل في هذا السياق؟,مرة تانية، الطبيعة بتتدخّل،,Easy,مره تانيه ، الطبيعه تتدخل ،,ما الذي قيل في هذا السياق ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q060,ما النص الحرفي المذكور هنا؟,عملوا تحوُّل مهم جدًا،,Medium,عملوا تحول مهم جدا ،,ما النص الحرفي المذكور هنا ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q061,ماذا ورد في النص حول هذه الجزئية؟,عن هوية محاربين عظام,Easy,عن هويه محاربين عظام,ماذا ورد في النص حول هذه الجزييه ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q062,ما الجملة المذكورة في هذا الموضع؟,بالسيف الطويل المقوّس اللي بيلمع،,Medium,السيف الطويل المقوس اللي يلمع ،,ما الجمله المذكوره في هذا الموضع ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q063,كيف صيغت العبارة في النص؟,لم يكن السلاح رقم 1 في المعارك الحقيقية،,Easy,لم يكن السلاح رقم 1 في المعارك الحقيقيه ،,كيف صيغت العباره في النص ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q064,ما الذي قيل في هذا السياق؟,والسلاح الرئيسي كان القوس والسهم،,Medium,السلاح الرييسي كان القوس السهم ،,ما الذي قيل في هذا السياق ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q065,ما النص الحرفي المذكور هنا؟,عشان يبقوا حرّيفة ضرب بالسهم.,Easy,عشان يبقوا حريفه ضرب السهم .,ما النص الحرفي المذكور هنا ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q066,ماذا ورد في النص حول هذه الجزئية؟,بقى بييجي الرمح كسلاح أساسي في الاشتباك،,Medium,بقي ييجي الرمح كسلاح اساسي في الاشتباك ،,ماذا ورد في النص حول هذه الجزييه ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q067,ما الجملة المذكورة في هذا الموضع؟,كان آخر سلاح بيلجأله الساموراي،,Easy,كان اخر سلاح يلجاله الساموراي ،,ما الجمله المذكوره في هذا الموضع ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q068,كيف صيغت العبارة في النص؟,لمّا بقى الأسهم تخلص,Medium,لما بقي الاسهم تخلص,كيف صيغت العباره في النص ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q069,ما الذي قيل في هذا السياق؟,"ساعتها، أستخدم السيف.""",Easy,ساعتها ، استخدم السيف .,ما الذي قيل في هذا السياق ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q070,ما النص الحرفي المذكور هنا؟,إن السيف كان له مكانة مقدسة عندهم،,Medium,ان السيف كان له مكانه مقدسه عندهم ،,ما النص الحرفي المذكور هنا ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q071,ماذا ورد في النص حول هذه الجزئية؟,"بيبقى اسمه سيف الـ""كاتانا""،",Easy,يبقي اسمه سيف الكاتانا ،,ماذا ورد في النص حول هذه الجزييه ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q072,ما الجملة المذكورة في هذا الموضع؟,إن هما محتاجين يطوروا سيوفهم،,Medium,ان هما محتاجين يطوروا سيوفهم ،,ما الجمله المذكوره في هذا الموضع ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q073,كيف صيغت العبارة في النص؟,سيف قوي متين يقدر يسدّ مع الأعداء،,Easy,سيف قوي متين يقدر يسد مع الاعداء ،,كيف صيغت العباره في النص ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q074,ما الذي قيل في هذا السياق؟,في الأماكن الضيّقة،,Medium,في الاماكن الضيقه ،,ما الذي قيل في هذا السياق ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q075,ما النص الحرفي المذكور هنا؟,عشان يقطع بيه راس عدوه،,Easy,عشان يقطع بيه راس عدوه ،,ما النص الحرفي المذكور هنا ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q076,ماذا ورد في النص حول هذه الجزئية؟,توسّعله الطريق وهي باصة في الأرض.,Medium,توسعله الطريق وهي باصه في الارض .,ماذا ورد في النص حول هذه الجزييه ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q077,ما الجملة المذكورة في هذا الموضع؟,مُصممة عشان تعكس قوّته،,Easy,مصممه عشان تعكس قوته ،,ما الجمله المذكوره في هذا الموضع ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q078,كيف صيغت العبارة في النص؟,متزينة بأشكال مرعبة وشعارات،,Medium,متزينه اشكال مرعبه شعارات ،,كيف صيغت العباره في النص ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q079,ما الذي قيل في هذا السياق؟,كأنه شيطان طالع من جهنم،,Easy,كانه شيطان طالع من جهنم ،,ما الذي قيل في هذا السياق ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q080,ما النص الحرفي المذكور هنا؟,لكن هذا الوجه الكرتوني هو اللي خلاص!,Medium,لكن هذا الوجه الكرتوني هو اللي خلاص !,ما النص الحرفي المذكور هنا ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q081,ماذا ورد في النص حول هذه الجزئية؟,مربوطة بخيوط حرير،,Easy,مربوطه خيوط حرير ،,ماذا ورد في النص حول هذه الجزييه ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q082,ما الجملة المذكورة في هذا الموضع؟,عشان المحارب يبقى بيتحرك براحته، free،,Medium,عشان المحارب يبقي يتحرك راحته ، free ،,ما الجمله المذكوره في هذا الموضع ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q083,كيف صيغت العبارة في النص؟,اللي كانت منتشرة في الثقافات التانية،,Easy,اللي كانت منتشره في الثقافات التانيه ،,كيف صيغت العباره في النص ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q084,ما الذي قيل في هذا السياق؟,على حساب المرونة والسرعة.,Medium,علي حساب المرونه السرعه .,ما الذي قيل في هذا السياق ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q085,ما النص الحرفي المذكور هنا؟,هتلاقي إنه كان له دور في منظومة القتال،,Easy,هتلاقي انه كان له دور في منظومه القتال ،,ما النص الحرفي المذكور هنا ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q086,ماذا ورد في النص حول هذه الجزئية؟,الجزء القُدّاماني في الراس،,Medium,الجزء القداماني في الراس ،,ماذا ورد في النص حول هذه الجزييه ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q087,ما الجملة المذكورة في هذا الموضع؟,"هما القوة العسكرية اللي هددت ""اليابان""،",Easy,هما القوه العسكريه اللي هددت اليابان ،,ما الجمله المذكوره في هذا الموضع ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q088,كيف صيغت العبارة في النص؟,كان بداية نهاية الحُكم المركزي،,Medium,كان دايه نهايه الحكم المركزي ،,كيف صيغت العباره في النص ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q089,ما الذي قيل في هذا السياق؟,شوية غنايم، شوية أراضي، رزق،,Easy,شويه غنايم ، شويه اراضي ، رزق ،,ما الذي قيل في هذا السياق ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q090,ما النص الحرفي المذكور هنا؟,ما كانش عندهم حاجة يدّوهالهم،,Medium,ما كانش عندهم حاجه يدوهالهم ،,ما النص الحرفي المذكور هنا ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q091,ماذا ورد في النص حول هذه الجزئية؟,"ودخلت ""اليابان"" في حالة من الانقلابات،",Easy,دخلت اليابان في حاله من الانقلابات ،,ماذا ورد في النص حول هذه الجزييه ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q092,ما الجملة المذكورة في هذا الموضع؟,من الصراعات الأهلية وعدم الاستقرار.,Medium,من الصراعات الاهليه وعدم الاستقرار .,ما الجمله المذكوره في هذا الموضع ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q093,كيف صيغت العبارة في النص؟,لحد ما بنوصل لآخر القرن الـ15،,Easy,لحد ما نوصل لاخر القرن ال15 ،,كيف صيغت العباره في النص ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q094,ما الذي قيل في هذا السياق؟,أو عصر الممالك المتحاربة،,Medium,او عصر الممالك المتحاربه ،,ما الذي قيل في هذا السياق ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q095,ما النص الحرفي المذكور هنا؟,كانت دموية ووحشية جدًا،,Easy,كانت دمويه وحشيه جدا ،,ما النص الحرفي المذكور هنا ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q096,ماذا ورد في النص حول هذه الجزئية؟,ظهرت شخصيات أسطورية،,Medium,ظهرت شخصيات اسطوريه ،,ماذا ورد في النص حول هذه الجزييه ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q097,ما الجملة المذكورة في هذا الموضع؟,ما هو الحقيقي وما هو الخيال الشعبي.,Easy,ما هو الحقيقي وما هو الخيال الشعبي .,ما الجمله المذكوره في هذا الموضع ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q098,كيف صيغت العبارة في النص؟,فقد عينه اليمين وهو طفل،,Medium,فقد عينه اليمين وهو طفل ،,كيف صيغت العباره في النص ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q099,ما الذي قيل في هذا السياق؟,لأ، دي زوّدته إصرار،,Easy,لا ، دي زودته اصرار ،,ما الذي قيل في هذا السياق ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q100,ما النص الحرفي المذكور هنا؟,لمّا تلاقي حد عنده خوذة عليها هلال ضخم.,Medium,لما تلاقي حد عنده خوذه عليها هلال ضخم .,ما النص الحرفي المذكور هنا ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q101,ماذا ورد في النص حول هذه الجزئية؟,سابق عصره ومنفتح على العالم،,Easy,سابق عصره منفتح علي العالم ،,ماذا ورد في النص حول هذه الجزييه ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q102,ما الجملة المذكورة في هذا الموضع؟,على نفسها تمامًا،,Medium,علي نفسها تماما ،,ما الجمله المذكوره في هذا الموضع ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q103,كيف صيغت العبارة في النص؟,"و""إسبانيا"" و""المكسيك""،",Easy,اسبانيا المكسيك ،,كيف صيغت العباره في النص ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q104,ما الذي قيل في هذا السياق؟,من وهو طفل عنده 13 سنة،,Medium,من وهو طفل عنده 13 سنه ،,ما الذي قيل في هذا السياق ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q105,ما النص الحرفي المذكور هنا؟,خاض أكتر من 60 مبارزة حياة أو موت،,Easy,خاض اكتر من 60 مبارزه حياه او موت ،,ما النص الحرفي المذكور هنا ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q106,ماذا ورد في النص حول هذه الجزئية؟,أسلوب القتال بالسيفين في نفس الوقت،,Medium,اسلوب القتال السيفين في نفس الوقت ،,ماذا ورد في النص حول هذه الجزييه ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q107,ما الجملة المذكورة في هذا الموضع؟,لسة بيتقري لحد النهاردة,Easy,لسه يتقري لحد النهارده,ما الجمله المذكوره في هذا الموضع ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q108,كيف صيغت العبارة في النص؟,واتخاذ القرارات.,Medium,اتخاذ القرارات .,كيف صيغت العباره في النص ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q109,ما الذي قيل في هذا السياق؟,كان عند الرجالة بس،,Easy,كان عند الرجاله بس ،,ما الذي قيل في هذا السياق ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q110,ما النص الحرفي المذكور هنا؟,"اسمها الـ""ناجيناتا""،",Medium,اسمها الناجيناتا ،,ما النص الحرفي المذكور هنا ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q111,ماذا ورد في النص حول هذه الجزئية؟,يوقّعوا الفرسان من على الخيل،,Easy,يوقعوا الفرسان من علي الخيل ،,ماذا ورد في النص حول هذه الجزييه ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q112,ما الجملة المذكورة في هذا الموضع؟,"واحدة اسمها ""توموي جوزين""،",Medium,احده اسمها توموي جوزين ،,ما الجمله المذكوره في هذا الموضع ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q113,كيف صيغت العبارة في النص؟,إنها جميلة كالقمر، وقوية كألف رجُل،,Easy,انها جميله كالقمر ، قويه كالف رجل ،,كيف صيغت العباره في النص ؟,True
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q114,ما الذي قيل في هذا السياق؟,كانت سفّاحة!,Medium,كانت سفاحه !,ما الذي قيل في هذا السياق ؟,True
