video_id,video_title,question_id,question,answer,difficulty,normalized_answer,normalized_question,is_aligned
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q013,كيف صيغت العبارة هنا؟,"بلاد ""فارس"" كانت بتدعم ""اليمن""،",Easy,بلاد فارس كانت بتدعم اليمن ،,كيف صيغت العباره هنا ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q014,ما الذي قيل في هذا الجزء؟,"تحرر نفسها من قبضة ""الحبشة""،",Medium,تحرر نفسها من قبضه الحبشه ،,ما الذي قيل في هذا الجزء ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q015,ما النص الحرفي المذكور في هذه الفقرة؟,"""إثيوبيا"" كانت بتحاول تبقى مستعمر!",Easy,اثيوبيا كانت بتحاول تبقي مستعمر !,ما النص الحرفي المذكور في هذه الفقره ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q016,ماذا ورد في هذا الموضع من النص؟,مجموعة من ظباط الفُرس المخضرمين،,Medium,مجموعه من ظباط الفرس المخضرمين ،,ماذا ورد في هذا الموضع من النص ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q017,ما الجملة المذكورة في هذا السياق؟,من مكان لمكان تاني،,Easy,من مكان لمكان تاني ،,ما الجمله المذكوره في هذا السياق ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q018,كيف صيغت العبارة هنا؟,أكتر من قبيلة عربية،,Medium,اكتر من قبيله عربيه ،,كيف صيغت العباره هنا ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q019,ما الذي قيل في هذا الجزء؟,"اللي هي الإقليم الجنوبي من بلاد ""فارس""،",Easy,اللي هي الاقليم الجنوبي من بلاد فارس ،,ما الذي قيل في هذا الجزء ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q020,ما النص الحرفي المذكور في هذه الفقرة؟,"""النعمان""، مَلِك المناذرة،",Medium,النعمان ، ملك المناذره ،,ما النص الحرفي المذكور في هذه الفقره ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q021,ماذا ورد في هذا الموضع من النص؟,"هتستلمها قبائل ""ربيعة""،",Easy,هتستلمها قبايل ربيعه ،,ماذا ورد في هذا الموضع من النص ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q022,ما الجملة المذكورة في هذا السياق؟,"لحد ما توصل لـ""اليمامة""،",Medium,لحد ما توصل لاليمامه ،,ما الجمله المذكوره في هذا السياق ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q023,كيف صيغت العبارة هنا؟,من كل هذه الاحتياطات والماراثون التتابعي،,Easy,من كل هذه الاحتياطات والماراثون التتابعي ،,كيف صيغت العباره هنا ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q024,ما الذي قيل في هذا الجزء؟,"على جنوب ""اليمامة"" بالظبط،",Medium,علي جنوب لاليمامه بالظبط ،,ما الذي قيل في هذا الجزء ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q025,ما النص الحرفي المذكور في هذه الفقرة؟,بعد مقاومة ضعيفة جدًا،,Easy,بعد مقاومه ضعيفه جدا ،,ما النص الحرفي المذكور في هذه الفقره ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q026,ماذا ورد في هذا الموضع من النص؟,والأساورة الفُرس,Medium,والاساوره الفرس,ماذا ورد في هذا الموضع من النص ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q027,ما الجملة المذكورة في هذا السياق؟,المفروض أسأله دلوقتي، عشان أكملّك حبكتك،,Easy,المفروض اساله دلوقتي ، عشان اكملك حبكتك ،,ما الجمله المذكوره في هذا السياق ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q028,كيف صيغت العبارة هنا؟,تابعة لواحد من أقوى رجال العالم؟!,Medium,تابعه لواحد من اقوي رجال العالم ؟ !,كيف صيغت العباره هنا ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q029,ما الذي قيل في هذا الجزء؟,"مش خايفين من بطش كسرى؟!""",Easy,مش خايفين من بطش كسري ؟ !,ما الذي قيل في هذا الجزء ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q030,ما النص الحرفي المذكور في هذه الفقرة؟,كنت محتاجك فعلًا.,Medium,كنت محتاجك فعلا .,ما النص الحرفي المذكور في هذه الفقره ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q031,ماذا ورد في هذا الموضع من النص؟,في اللحظة دي تحديدًا،,Easy,في اللحظه دي تحديدا ،,ماذا ورد في هذا الموضع من النص ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q032,ما الجملة المذكورة في هذا السياق؟,"مع جيرانهم في شبه الجزيرة ""بَكر بن وائل""،",Medium,مع جيرانهم في شبه الجزيره بكر بن وايل ،,ما الجمله المذكوره في هذا السياق ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q033,كيف صيغت العبارة هنا؟,ما كانوش هما اللي نهبوا القافلة،,Easy,ما كانوش هما اللي نهبوا القافله ،,كيف صيغت العباره هنا ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q034,ما الذي قيل في هذا الجزء؟,"لمّا كانت القافلة في أرض ""تميم""،",Medium,لما كانت القافله في ارض تميم ،,ما الذي قيل في هذا الجزء ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q035,ما النص الحرفي المذكور في هذه الفقرة؟,اللي كان بيتفاخر بجدّه؟,Easy,اللي كان بيتفاخر بجده ؟,ما النص الحرفي المذكور في هذه الفقره ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q036,ماذا ورد في هذا الموضع من النص؟,اللي افتدى نفسه من الأسر,Medium,اللي افتدي نفسه من الاسر,ماذا ورد في هذا الموضع من النص ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q037,ما الجملة المذكورة في هذا السياق؟,واللي فضلوا عايشين معاه من الأساورة.,Easy,واللي فضلوا عايشين معاه من والاساوره .,ما الجمله المذكوره في هذا السياق ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q038,كيف صيغت العبارة هنا؟,مصلحة زي الفُل من هذه السرقة،,Medium,مصلحه زي الفل من هذه السرقه ،,كيف صيغت العباره هنا ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q039,ما الذي قيل في هذا الجزء؟,"فيها ""آر بي جيهات"" وطيارات F35، كل دا...",Easy,فيها ار بي جيهات وطيارات f35 ، كل دا...,ما الذي قيل في هذا الجزء ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q040,ما النص الحرفي المذكور في هذه الفقرة؟,ومعاهم 300 جمل،,Medium,ومعاهم 300 جمل ،,ما النص الحرفي المذكور في هذه الفقره ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q041,ماذا ورد في هذا الموضع من النص؟,- غضب كسرى، كسرى قفش!,Easy,- غضب كسري ، كسري قفش !,ماذا ورد في هذا الموضع من النص ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q042,ما الجملة المذكورة في هذا السياق؟,بعد ما افتدى نفسه ورجع لقبيلته،,Medium,بعد ما افتدي نفسه ورجع لقبيلته ،,ما الجمله المذكوره في هذا السياق ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q043,كيف صيغت العبارة هنا؟,من الهجوم اللي حصل عليهم،,Easy,من الهجوم اللي حصل عليهم ،,كيف صيغت العباره هنا ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q044,ما الذي قيل في هذا الجزء؟,من على وشك كسرى، وسأله سؤال واحد:,Medium,من علي وشك كسري ، وساله سوال واحد:,ما الذي قيل في هذا الجزء ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q045,ما النص الحرفي المذكور في هذه الفقرة؟,"اللي سرقتنا دي؟""",Easy,اللي سرقتنا دي ؟,ما النص الحرفي المذكور في هذه الفقره ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q046,ماذا ورد في هذا الموضع من النص؟,"وقام قايلّه: ""(تميم).""",Medium,وقام قايله: .,ماذا ورد في هذا الموضع من النص ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q047,ما الجملة المذكورة في هذا السياق؟,"مع (تميم) دُول؟""",Easy,مع دول ؟,ما الجمله المذكوره في هذا السياق ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q048,كيف صيغت العبارة هنا؟,"جاية منك بحرب.""",Medium,جايه منك بحرب .,كيف صيغت العباره هنا ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q049,ما الذي قيل في هذا الجزء؟,"على إيقاع بني ""تميم"".",Easy,علي ايقاع بني تميم .,ما الذي قيل في هذا الجزء ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q050,ما النص الحرفي المذكور في هذه الفقرة؟,اللي موجودة في شرق الجزيرة,Medium,اللي موجوده في شرق الجزيره,ما النص الحرفي المذكور في هذه الفقره ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q051,ماذا ورد في هذا الموضع من النص؟,نفوذ فيها قوي الفترة دي،,Easy,نفوذ فيها قوي الفتره دي ،,ماذا ورد في هذا الموضع من النص ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q052,ما الجملة المذكورة في هذا السياق؟,"على أسواق ""هَجَر"" و""البحرين"" و""الأحساء""،",Medium,علي اسواق هجر البحرين والاحساء ،,ما الجمله المذكوره في هذا السياق ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q053,كيف صيغت العبارة هنا؟,وبعد كدا، ترجع لمكانها.,Easy,وبعد كدا ، ترجع لمكانها .,كيف صيغت العباره هنا ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q054,ما الذي قيل في هذا الجزء؟,اللي جاية لـ(البحرين) و(الأحساء)،,Medium,اللي جايه ل و ،,ما الذي قيل في هذا الجزء ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q055,ما النص الحرفي المذكور في هذه الفقرة؟,وبالتالي، نجوّع بني (تميم)،,Easy,وبالتالي ، نجوع بني ،,ما النص الحرفي المذكور في هذه الفقره ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q056,ماذا ورد في هذا الموضع من النص؟,"باب ""الميرة"" اللي كان مقفول،",Medium,باب الميره اللي كان مقفول ،,ماذا ورد في هذا الموضع من النص ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q057,ما الجملة المذكورة في هذا السياق؟,"في بني ""تميم"" ويبشرّهم:",Easy,في بني تميم ويبشرهم:,ما الجمله المذكوره في هذا السياق ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q058,كيف صيغت العبارة هنا؟,أرسل لكم الـ(ميرة) الجديدة،,Medium,ارسل لكم ال الجديده ،,كيف صيغت العباره هنا ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q059,ما الذي قيل في هذا الجزء؟,في أمسّ الحاجة لهذه البضائع.,Easy,في امس الحاجه لهذه البضايع .,ما الذي قيل في هذا الجزء ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q060,ما النص الحرفي المذكور في هذه الفقرة؟,الـ(ميرة) هتتوزع مجانًا على بني (تميم)،,Medium,ال هتتوزع مجانا علي بني ،,ما النص الحرفي المذكور في هذه الفقره ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q061,ماذا ورد في هذا الموضع من النص؟,"موجود لحد دلوقتي في شرق ""السعودية"".",Easy,موجود لحد دلوقتي في شرق السعوديه .,ماذا ورد في هذا الموضع من النص ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q062,ما الجملة المذكورة في هذا السياق؟,"إلى حصن ""المُشقّر""،",Medium,الي حصن المشقر ،,ما الجمله المذكوره في هذا السياق ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q063,كيف صيغت العبارة هنا؟,بيسيب سلاحه على الباب،,Easy,بيسيب سلاحه علي الباب ،,كيف صيغت العباره هنا ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q064,ما الذي قيل في هذا الجزء؟,الفار بدأ يتلاعب في أعبائه،,Medium,الفار بدا يتلاعب في اعبايه ،,ما الذي قيل في هذا الجزء ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q065,ما النص الحرفي المذكور في هذه الفقرة؟,وضرب سلسلة على باب (المُشقّر)،,Easy,وضرب سلسله علي باب ،,ما النص الحرفي المذكور في هذه الفقره ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q066,ماذا ورد في هذا الموضع من النص؟,كانوا بيُبادوا في مذبحة صامتة!,Medium,كانوا بيبادوا في مذبحه صامته !,ماذا ورد في هذا الموضع من النص ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q067,ما الجملة المذكورة في هذا السياق؟,اللي دبّر المذبحة مع كسرى،,Easy,اللي دبر المذبحه مع كسري ،,ما الجمله المذكوره في هذا السياق ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q068,كيف صيغت العبارة هنا؟,ينقّي 100 واحد بس يعفي عنهم،,Medium,ينقي 100 واحد بس يعفي عنهم ،,كيف صيغت العباره هنا ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q069,ما الذي قيل في هذا الجزء؟,"ما فاضلش غير (تميم) وأخوه!""",Easy,ما فاضلش غير واخوه !,ما الذي قيل في هذا الجزء ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q070,ما النص الحرفي المذكور في هذه الفقرة؟,"هما اللي فضلوا بس من رجالة ""تميم"".",Medium,هما اللي فضلوا بس من رجاله تميم .,ما النص الحرفي المذكور في هذه الفقره ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q071,ماذا ورد في هذا الموضع من النص؟,أنا رجالة (تميم) صعبوا عليا أوي!,Easy,انا رجاله صعبوا عليا اوي !,ماذا ورد في هذا الموضع من النص ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q072,ما الجملة المذكورة في هذا السياق؟,ونهبوكم وأسروا رجالتكم وقتلوا فيكم،,Medium,ونهبوكم واسروا رجالتكم وقتلوا فيكم ،,ما الجمله المذكوره في هذا السياق ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q073,كيف صيغت العبارة هنا؟,خلاص، ندبحهم؟!,Easy,خلاص ، ندبحهم ؟ !,كيف صيغت العباره هنا ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q074,ما الذي قيل في هذا الجزء؟,على اللي سرقوا القافلة وخلاص،,Medium,علي اللي سرقوا القافله وخلاص ،,ما الذي قيل في هذا الجزء ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q075,ما النص الحرفي المذكور في هذه الفقرة؟,"يبيدوا القبيلة بالكامل؟!""",Easy,يبيدوا القبيله بالكامل ؟ !,ما النص الحرفي المذكور في هذه الفقره ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q076,ماذا ورد في هذا الموضع من النص؟,ممكن يكون واحد من الاحتكاكات القديمة,Medium,ممكن يكون واحد من الاحتكاكات القديمه,ماذا ورد في هذا الموضع من النص ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q077,ما الجملة المذكورة في هذا السياق؟,من صراعات العرب والفُرس،,Easy,من صراعات العرب والفرس ،,ما الجمله المذكوره في هذا السياق ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q078,كيف صيغت العبارة هنا؟,وكل هذه التراكمات تنفجر.,Medium,وكل هذه التراكمات تنفجر .,كيف صيغت العباره هنا ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q079,ما الذي قيل في هذا الجزء؟,أقدم بكتير من القرن السادس الميلادي،,Easy,اقدم بكتير من القرن السادس الميلادي ،,ما الذي قيل في هذا الجزء ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q080,ما النص الحرفي المذكور في هذه الفقرة؟,كان بيغلب عليها صيغة واحدة بس،,Medium,كان بيغلب عليها صيغه واحده بس ،,ما النص الحرفي المذكور في هذه الفقره ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q081,ماذا ورد في هذا الموضع من النص؟,خاضعة لنظام حُكم إمبراطوري،,Easy,خاضعه لنظام حكم امبراطوري ،,ماذا ورد في هذا الموضع من النص ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q082,ما الجملة المذكورة في هذا السياق؟,بيورّثها للي بعده.,Medium,بيورثها للي بعده .,ما الجمله المذكوره في هذا السياق ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q083,كيف صيغت العبارة هنا؟,تبص الناحية التانية، ناحية العرب،,Easy,تبص الناحيه التانيه ، ناحيه العرب ،,كيف صيغت العباره هنا ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q084,ما الذي قيل في هذا الجزء؟,في وسط وشمال الجزيرة.,Medium,في وسط وشمال الجزيره .,ما الذي قيل في هذا الجزء ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q085,ما النص الحرفي المذكور في هذه الفقرة؟,كانت عبارة عن غارات،,Easy,كانت عباره عن غارات ،,ما النص الحرفي المذكور في هذه الفقره ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q086,ماذا ورد في هذا الموضع من النص؟,إنها تصد الهجمات الحدودية الخاطفة دي.,Medium,انها تصد الهجمات الحدوديه الخاطفه دي .,ماذا ورد في هذا الموضع من النص ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q087,ما الجملة المذكورة في هذا السياق؟,"ليه الفُرس ما كانوش يروحوا يحتلوهم؟""",Easy,ليه الفرس ما كانوش يروحوا يحتلوهم ؟,ما الجمله المذكوره في هذا السياق ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q088,كيف صيغت العبارة هنا؟,الفُرس كان صعب إن هما يطاردوا,Medium,الفرس كان صعب ان هما يطاردوا,كيف صيغت العباره هنا ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q089,ما الذي قيل في هذا الجزء؟,يعيش ويحارب في الصحرا غير أهلها،,Easy,يعيش ويحارب في الصحرا غير اهلها ،,ما الذي قيل في هذا الجزء ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q090,ما النص الحرفي المذكور في هذه الفقرة؟,ممكن يحارب بدالي؟,Medium,ممكن يحارب بدالي ؟,ما النص الحرفي المذكور في هذه الفقره ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q091,ماذا ورد في هذا الموضع من النص؟,"يعملولي هذه التضحيات.""",Easy,يعملولي هذه التضحيات .,ماذا ورد في هذا الموضع من النص ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q092,ما الجملة المذكورة في هذا السياق؟,إن هما يستخدموا العرب في محاربة العرب.,Medium,ان هما يستخدموا العرب في محاربه العرب .,ما الجمله المذكوره في هذا السياق ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q093,كيف صيغت العبارة هنا؟,"فاضل بس كسرى يموتله 9 علماء نووين.""",Easy,فاضل بس كسري يموتله 9 علماء نووين .,كيف صيغت العباره هنا ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q094,ما الذي قيل في هذا الجزء؟,"اسمها دولة ""المناذرة"" في ""الحيرة""،",Medium,اسمها دوله المناذره في الحيره ،,ما الذي قيل في هذا الجزء ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q095,ما النص الحرفي المذكور في هذه الفقرة؟,في عالم الحروب بالـBuffer State،,Easy,في عالم الحروب بال buffer state ،,ما النص الحرفي المذكور في هذه الفقره ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q096,ماذا ورد في هذا الموضع من النص؟,"""أوكرانيا"" بالنسبة لـ""أوروبا""،",Medium,اوكرانيا بالنسبه لاوروبا ،,ماذا ورد في هذا الموضع من النص ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q097,ما الجملة المذكورة في هذا السياق؟,بين قوّتين كبار بينهم مشاكل،,Easy,بين قوتين كبار بينهم مشاكل ،,ما الجمله المذكوره في هذا السياق ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q098,كيف صيغت العبارة هنا؟,عايزة دولة كبيرة تبقى على حدودها.,Medium,عايزه دوله كبيره تبقي علي حدودها .,كيف صيغت العباره هنا ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q099,ما الذي قيل في هذا الجزء؟,"دولة ""شنكار""، بتمنع إصابات الرُكبة!",Easy,دوله شنكار ، بتمنع اصابات الركبه !,ما الذي قيل في هذا الجزء ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q100,ما النص الحرفي المذكور في هذه الفقرة؟,"مصطلح شائع، ""الدولة الوسادة""،",Medium,مصطلح شايع ، الدوله الوساده ،,ما النص الحرفي المذكور في هذه الفقره ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q101,ماذا ورد في هذا الموضع من النص؟,ما تحكّش في صاج الدولة!,Easy,ما تحكش في صاج الدوله !,ماذا ورد في هذا الموضع من النص ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q102,ما الجملة المذكورة في هذا السياق؟,في النُص التاني من القرن التالت،,Medium,في النص التاني من القرن التالت ،,ما الجمله المذكوره في هذا السياق ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q103,كيف صيغت العبارة هنا؟,أو الدولة العازلة بشكل عبقري،,Easy,او الدوله العازله بشكل عبقري ،,كيف صيغت العباره هنا ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q104,ما الذي قيل في هذا الجزء؟,عن قوتين مهمين جدًا في هذا الوقت،,Medium,عن قوتين مهمين جدا في هذا الوقت ،,ما الذي قيل في هذا الجزء ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q105,ما النص الحرفي المذكور في هذه الفقرة؟,"اللي موجودة في ""الشام"" و""الأناضول""،",Easy,اللي موجوده في الشام والاناضول ،,ما النص الحرفي المذكور في هذه الفقره ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q106,ماذا ورد في هذا الموضع من النص؟,اللي موجودة في شبه الجزيرة،,Medium,اللي موجوده في شبه الجزيره ،,ماذا ورد في هذا الموضع من النص ؟,True
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q107,ما الجملة المذكورة في هذا السياق؟,في هذا الوقت حاطين إيديهم على العرب،,Easy,في هذا الوقت حاطين ايديهم علي العرب ،,ما الجمله المذكوره في هذا السياق ؟,True
